time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,GPU,RAM,EMC,IRAM,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,power cur,power avg
2021-11-24 13:16:43.248414,"11 days, 20:36:26.090000",ON,MAXN,32,34,19,24,1,2168532,2168532,2168532,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.0,42.0,40.5,43.25,3627,2497
2021-11-24 13:16:43.751206,"11 days, 20:36:26.600000",ON,MAXN,9,46,9,4,3,2216888,2216888,2216888,958,25,OFF,OFF,OFF,31.372549019607842,47.5,45.0,42.0,40.5,43.0,3080,2499
2021-11-24 13:16:44.259512,"11 days, 20:36:27.100000",ON,MAXN,20,47,19,17,0,2261940,2261940,2261940,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.5,41.5,40.0,43.0,2917,2500
2021-11-24 13:16:44.765503,"11 days, 20:36:27.610000",ON,MAXN,26,31,32,16,0,2306840,2306840,2306840,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.0,42.0,40.0,43.0,3198,2503
2021-11-24 13:16:45.272647,"11 days, 20:36:28.120000",ON,MAXN,16,24,50,16,0,2368440,2368440,2368440,958,25,OFF,OFF,OFF,31.372549019607842,48.0,44.5,42.0,40.5,43.25,3660,2506
2021-11-24 13:16:45.777825,"11 days, 20:36:28.620000",ON,MAXN,15,25,16,70,0,2461640,2461640,2461640,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.0,42.0,40.5,43.25,2956,2508
2021-11-24 13:16:46.303288,"11 days, 20:36:29.150000",ON,MAXN,40,27,39,47,1,2636704,2636704,2636704,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.0,42.0,40.0,43.5,3040,2509
2021-11-24 13:16:46.794265,"11 days, 20:36:29.640000",ON,MAXN,90,19,18,42,0,2983916,2983916,2983916,958,25,OFF,OFF,OFF,31.372549019607842,48.0,44.0,42.0,40.0,43.5,3001,2511
2021-11-24 13:16:47.316135,"11 days, 20:36:30.160000",ON,MAXN,3,16,19,17,0,2933668,2933668,2933668,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.0,42.0,40.0,43.0,3188,2513
2021-11-24 13:16:47.805902,"11 days, 20:36:30.650000",ON,MAXN,46,45,59,49,1,2974184,2974184,2974184,958,25,OFF,OFF,OFF,31.372549019607842,48.0,44.5,42.5,40.5,43.0,3390,2516
2021-11-24 13:16:48.312372,"11 days, 20:36:31.160000",ON,MAXN,36,20,44,28,1,3027088,3027088,3027088,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.0,42.0,40.0,43.25,3429,2519
2021-11-24 13:16:48.828111,"11 days, 20:36:31.670000",ON,MAXN,18,25,52,49,0,3104788,3104788,3104788,958,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.0,40.0,43.25,3851,2523
2021-11-24 13:16:49.331578,"11 days, 20:36:32.180000",ON,MAXN,29,24,68,28,4,3188752,3188752,3188752,958,25,OFF,OFF,OFF,31.372549019607842,47.5,44.5,42.0,40.5,43.0,3542,2526
2021-11-24 13:16:49.835260,"11 days, 20:36:32.680000",ON,MAXN,50,26,40,35,0,3223860,3223860,3223860,959,25,OFF,OFF,OFF,31.372549019607842,48.0,44.0,42.5,40.5,43.0,3429,2529
2021-11-24 13:16:50.345149,"11 days, 20:36:33.190000",ON,MAXN,25,44,27,47,0,3308384,3308384,3308384,960,25,OFF,OFF,OFF,31.372549019607842,47.5,45.0,42.0,40.5,43.0,3739,2533
2021-11-24 13:16:50.921409,"11 days, 20:36:33.770000",ON,MAXN,21,78,32,58,4,3376920,3376920,3376920,962,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.5,41.0,43.75,4354,2538
2021-11-24 13:16:51.601349,"11 days, 20:36:34.450000",ON,MAXN,22,73,58,23,0,3454252,3454252,3454252,964,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.0,40.5,43.75,3778,2542
2021-11-24 13:16:51.922649,"11 days, 20:36:34.770000",ON,MAXN,29,79,67,61,3,3518668,3518668,3518668,989,25,OFF,OFF,OFF,31.372549019607842,48.0,45.5,42.5,41.0,44.0,4621,2549
2021-11-24 13:16:52.421091,"11 days, 20:36:35.270000",ON,MAXN,31,54,50,68,0,3573324,3573324,3573324,1003,25,OFF,OFF,OFF,31.372549019607842,48.0,44.5,42.0,41.0,44.0,4086,2553
2021-11-24 13:16:53.007342,"11 days, 20:36:35.850000",ON,MAXN,21,24,78,100,5,3617076,3617076,3617076,1036,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.5,41.0,43.75,4543,2560
2021-11-24 13:16:53.617702,"11 days, 20:36:36.460000",ON,MAXN,32,38,48,100,0,3652856,3652856,3652856,1062,25,OFF,OFF,OFF,31.372549019607842,48.0,44.5,42.0,41.0,43.75,3896,2564
2021-11-24 13:16:53.975639,"11 days, 20:36:36.820000",ON,MAXN,37,45,64,100,1,3703216,3703216,3703216,1093,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.5,41.0,44.25,4393,2569
2021-11-24 13:16:54.566413,"11 days, 20:36:37.410000",ON,MAXN,18,28,37,100,0,3715136,3715136,3715136,1131,25,OFF,OFF,OFF,31.372549019607842,48.0,44.5,42.5,40.5,44.25,3739,2573
2021-11-24 13:16:55.033101,"11 days, 20:36:37.880000",ON,MAXN,40,56,78,100,1,3748052,3748052,3748052,1171,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.5,41.0,44.0,4433,2578
2021-11-24 13:16:55.495134,"11 days, 20:36:38.340000",ON,MAXN,46,39,37,70,3,3792208,3792208,3792208,1190,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.0,41.0,44.0,4008,2583
2021-11-24 13:16:56.029978,"11 days, 20:36:38.870000",ON,MAXN,30,28,49,100,3,3808024,3808024,3808024,1233,25,OFF,OFF,OFF,31.372549019607842,48.5,45.0,42.5,41.0,44.0,4354,2588
2021-11-24 13:16:57.091594,"11 days, 20:36:39.940000",ON,MAXN,25,25,62,64,2,3834008,3834008,3834008,1245,25,OFF,OFF,OFF,31.372549019607842,48.0,44.5,42.5,40.5,43.75,3469,2591
2021-11-24 13:16:57.779713,"11 days, 20:36:40.620000",ON,MAXN,10,21,38,89,0,3859976,3859976,3859976,1267,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.0,41.0,43.75,3778,2594
2021-11-24 13:16:58.410593,"11 days, 20:36:41.260000",ON,MAXN,19,20,20,100,0,3860180,3860180,3860180,1305,25,OFF,OFF,OFF,31.372549019607842,47.5,44.5,42.0,41.0,43.5,3699,2598
2021-11-24 13:16:58.484234,"11 days, 20:36:41.330000",ON,MAXN,13,20,42,80,0,3864276,3864276,3864276,1345,25,OFF,OFF,OFF,31.372549019607842,47.5,45.0,42.0,40.5,43.5,3968,2602
2021-11-24 13:16:58.629343,"11 days, 20:36:41.470000",ON,MAXN,78,87,100,100,0,3868284,3868284,3868284,1411,25,OFF,OFF,OFF,31.372549019607842,48.0,45.5,42.5,41.5,44.25,4778,2608
2021-11-24 13:16:59.464469,"11 days, 20:36:42.310000",ON,MAXN,44,40,100,45,0,3868108,3868108,3868108,1451,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.5,41.0,44.25,4119,2613
2021-11-24 13:17:00.423825,"11 days, 20:36:43.270000",ON,MAXN,24,23,86,25,0,3871832,3871832,3871832,1481,25,OFF,OFF,OFF,31.372549019607842,47.5,45.0,42.5,41.0,43.75,3778,2616
2021-11-24 13:17:01.244391,"11 days, 20:36:44.090000",ON,MAXN,35,46,100,62,0,3888744,3888744,3888744,1544,25,OFF,OFF,OFF,31.372549019607842,48.0,45.5,43.0,41.0,44.25,4700,2622
2021-11-24 13:17:02.073187,"11 days, 20:36:44.920000",ON,MAXN,27,30,100,43,1,3911664,3911664,3911664,1589,25,OFF,OFF,OFF,31.372549019607842,48.5,45.0,43.0,41.0,44.25,4472,2628
2021-11-24 13:17:02.088678,"11 days, 20:36:44.930000",ON,MAXN,40,41,100,71,0,3913500,3913500,3913500,1629,25,OFF,OFF,OFF,31.372549019607842,48.5,45.5,43.0,41.0,44.25,4809,2634
2021-11-24 13:17:02.103375,"11 days, 20:36:44.950000",ON,MAXN,22,21,100,46,0,3914332,3914332,3914332,1669,25,OFF,OFF,OFF,31.372549019607842,48.0,45.0,42.5,41.0,44.25,3968,2638
