time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,GPU,RAM,EMC,IRAM,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,power cur,power avg
2021-11-03 15:21:45.103650,"12 days, 8:13:49.460000",OFF,MAXN,41,25,20,28,91,3518968,3518968,3518968,477,25,OFF,OFF,OFF,0.0,39.5,35.5,35.5,32.0,35.0,7077,3826
2021-11-03 15:21:45.612280,"12 days, 8:13:49.970000",OFF,MAXN,17,15,13,10,99,3520588,3520588,3520588,477,25,OFF,OFF,OFF,0.0,39.5,35.5,35.5,32.5,35.0,7561,3886
2021-11-03 15:21:46.117079,"12 days, 8:13:50.480000",OFF,MAXN,4,10,2,3,99,3519564,3519564,3519564,477,25,OFF,OFF,OFF,0.0,40.0,35.0,35.0,32.0,35.0,6904,3934
2021-11-03 15:21:46.624943,"12 days, 8:13:50.990000",OFF,MAXN,24,20,16,22,99,3518852,3518852,3518852,477,25,OFF,OFF,OFF,0.0,40.0,35.0,35.0,32.0,35.0,6960,3981
2021-11-03 15:21:47.130914,"12 days, 8:13:51.490000",OFF,MAXN,8,15,12,13,99,3519396,3519396,3519396,477,25,OFF,OFF,OFF,0.0,40.0,35.5,35.0,32.0,35.0,7156,4030
2021-11-03 15:21:47.638967,"12 days, 8:13:52",OFF,MAXN,13,10,8,4,88,3520404,3520404,3520404,477,25,OFF,OFF,OFF,0.0,40.0,35.5,35.0,32.5,35.0,7234,4079
2021-11-03 15:21:48.145328,"12 days, 8:13:52.510000",OFF,MAXN,9,8,11,5,99,3519288,3519288,3519288,477,25,OFF,OFF,OFF,0.0,40.0,35.5,35.0,32.5,35.25,7027,4123
2021-11-03 15:21:48.659102,"12 days, 8:13:53.020000",OFF,MAXN,16,19,15,10,99,3519204,3519204,3519204,477,25,OFF,OFF,OFF,0.0,39.5,35.5,35.5,32.5,35.25,6758,4161
2021-11-03 15:21:49.166317,"12 days, 8:13:53.530000",OFF,MAXN,16,19,21,16,99,3517224,3517224,3517224,477,25,OFF,OFF,OFF,0.0,40.0,35.5,35.5,32.5,35.5,7073,4203
2021-11-03 15:21:49.678729,"12 days, 8:13:54.040000",OFF,MAXN,8,17,11,6,77,3516124,3516124,3516124,477,25,OFF,OFF,OFF,0.0,40.5,35.5,35.0,32.5,35.5,6110,4231
2021-11-03 15:21:50.190383,"12 days, 8:13:54.550000",OFF,MAXN,21,21,18,12,99,3516312,3516312,3516312,477,25,OFF,OFF,OFF,0.0,40.0,36.0,35.5,32.5,35.5,6473,4262
2021-11-03 15:21:50.704578,"12 days, 8:13:55.060000",OFF,MAXN,16,20,15,18,99,3516416,3516416,3516416,477,25,OFF,OFF,OFF,0.0,40.0,35.5,35.0,32.5,35.5,6725,4296
2021-11-03 15:21:51.211547,"12 days, 8:13:55.570000",OFF,MAXN,12,18,15,10,99,3516896,3516896,3516896,477,25,OFF,OFF,OFF,0.0,40.5,35.5,35.5,32.5,35.5,7167,4336
2021-11-03 15:21:51.728213,"12 days, 8:13:56.090000",OFF,MAXN,15,20,2,15,99,3516332,3516332,3516332,477,25,OFF,OFF,OFF,0.0,40.5,35.5,35.5,33.0,35.5,6882,4370
2021-11-03 15:21:52.230025,"12 days, 8:13:56.590000",OFF,MAXN,21,22,19,17,99,3518084,3518084,3518084,477,25,OFF,OFF,OFF,0.0,40.5,36.0,35.5,32.5,35.75,7038,4406
2021-11-03 15:21:52.741857,"12 days, 8:13:57.100000",OFF,MAXN,18,20,19,14,95,3519736,3519736,3519736,477,25,OFF,OFF,OFF,0.0,40.5,36.0,36.0,33.0,35.75,6691,4436
2021-11-03 15:21:53.266064,"12 days, 8:13:57.630000",OFF,MAXN,41,39,32,24,99,3536772,3536772,3536772,481,25,OFF,OFF,OFF,0.0,40.5,38.0,35.5,33.5,35.75,6985,4469
2021-11-03 15:21:53.756539,"12 days, 8:13:58.120000",OFF,MAXN,28,26,16,22,99,3536576,3536576,3536576,483,25,OFF,OFF,OFF,0.0,40.5,36.0,35.5,33.0,36.75,6336,4493
2021-11-03 15:21:54.272146,"12 days, 8:13:58.630000",OFF,MAXN,24,17,18,14,99,3537060,3537060,3537060,483,25,OFF,OFF,OFF,0.0,40.5,36.0,36.0,33.0,36.75,6999,4525
2021-11-03 15:21:54.777739,"12 days, 8:13:59.140000",OFF,MAXN,17,25,18,16,99,3538152,3538152,3538152,483,25,OFF,OFF,OFF,0.0,40.5,36.5,36.0,33.0,35.75,7468,4561
2021-11-03 15:21:55.290695,"12 days, 8:13:59.650000",OFF,MAXN,10,12,2,7,99,3536708,3536708,3536708,483,25,OFF,OFF,OFF,0.0,41.0,36.0,36.0,33.0,35.75,6781,4589
2021-11-03 15:21:55.816452,"12 days, 8:14:00.180000",OFF,MAXN,15,18,19,15,99,3537048,3537048,3537048,483,25,OFF,OFF,OFF,0.0,40.5,36.0,35.5,33.0,36.25,6480,4612
2021-11-03 15:21:56.319442,"12 days, 8:14:00.680000",OFF,MAXN,22,22,14,14,99,3533748,3533748,3533748,483,25,OFF,OFF,OFF,0.0,41.0,36.5,36.0,33.0,36.25,6501,4635
2021-11-03 15:21:56.826291,"12 days, 8:14:01.190000",OFF,MAXN,17,19,15,11,99,3534420,3534420,3534420,483,25,OFF,OFF,OFF,0.0,41.0,36.5,36.5,33.0,36.25,7151,4664
2021-11-03 15:21:57.348404,"12 days, 8:14:01.710000",OFF,MAXN,6,13,6,2,99,3533860,3533860,3533860,483,25,OFF,OFF,OFF,0.0,41.0,36.5,36.0,33.0,36.25,6921,4691
2021-11-03 15:21:57.865043,"12 days, 8:14:02.230000",OFF,MAXN,22,16,11,18,99,3533644,3533644,3533644,483,25,OFF,OFF,OFF,0.0,41.0,36.5,36.5,33.0,36.5,6871,4716
2021-11-03 15:21:58.375430,"12 days, 8:14:02.740000",OFF,MAXN,19,25,17,14,99,3533892,3533892,3533892,483,25,OFF,OFF,OFF,0.0,41.0,36.5,36.0,33.0,36.5,7206,4745
2021-11-03 15:21:58.881907,"12 days, 8:14:03.240000",OFF,MAXN,10,12,9,16,99,3534684,3534684,3534684,483,25,OFF,OFF,OFF,0.0,41.0,37.0,36.0,33.5,36.25,7195,4773
2021-11-03 15:21:59.396410,"12 days, 8:14:03.760000",OFF,MAXN,9,19,6,6,65,3533744,3533744,3533744,483,25,OFF,OFF,OFF,0.0,41.0,36.0,36.0,33.0,36.25,6334,4790
2021-11-03 15:21:59.903083,"12 days, 8:14:04.260000",OFF,MAXN,19,22,15,16,75,3533776,3533776,3533776,483,25,OFF,OFF,OFF,0.0,41.0,36.5,36.5,33.5,36.25,6287,4807
2021-11-03 15:22:00.411521,"12 days, 8:14:04.770000",OFF,MAXN,18,22,12,14,99,3534060,3534060,3534060,483,25,OFF,OFF,OFF,0.0,41.0,36.5,36.5,33.5,36.5,7468,4836
2021-11-03 15:22:00.918744,"12 days, 8:14:05.280000",OFF,MAXN,10,12,6,5,99,3533904,3533904,3533904,483,25,OFF,OFF,OFF,0.0,41.0,37.0,36.5,33.5,36.5,7015,4860
2021-11-03 15:22:01.436488,"12 days, 8:14:05.800000",OFF,MAXN,19,18,9,12,99,3533500,3533500,3533500,483,25,OFF,OFF,OFF,0.0,41.0,37.0,36.5,33.5,36.75,6636,4879
2021-11-03 15:22:01.948828,"12 days, 8:14:06.310000",OFF,MAXN,16,20,21,9,99,3533004,3533004,3533004,483,25,OFF,OFF,OFF,0.0,41.5,37.0,36.5,33.5,36.75,6569,4897
2021-11-03 15:22:02.453637,"12 days, 8:14:06.810000",OFF,MAXN,18,20,8,17,84,3534664,3534664,3534664,483,25,OFF,OFF,OFF,0.0,41.5,37.5,36.5,34.0,36.75,7061,4920
2021-11-03 15:22:02.976311,"12 days, 8:14:07.340000",OFF,MAXN,6,13,12,5,99,3533748,3533748,3533748,483,25,OFF,OFF,OFF,0.0,41.5,37.0,36.5,33.5,36.75,6882,4940
2021-11-03 15:22:03.489847,"12 days, 8:14:07.850000",OFF,MAXN,19,20,16,14,99,3533624,3533624,3533624,483,25,OFF,OFF,OFF,0.0,42.0,37.5,37.0,34.0,37.0,6910,4960
2021-11-03 15:22:04.002811,"12 days, 8:14:08.360000",OFF,MAXN,21,18,15,15,99,3533920,3533920,3533920,483,25,OFF,OFF,OFF,0.0,42.0,37.0,37.0,33.5,37.0,7105,4982
2021-11-03 15:22:04.508867,"12 days, 8:14:08.870000",OFF,MAXN,10,21,8,10,99,3534144,3534144,3534144,483,25,OFF,OFF,OFF,0.0,41.5,37.0,36.5,34.0,37.0,7390,5007
2021-11-03 15:22:05.019213,"12 days, 8:14:09.380000",OFF,MAXN,13,15,11,7,97,3533632,3533632,3533632,483,25,OFF,OFF,OFF,0.0,41.5,37.0,37.0,34.0,37.0,6208,5019
2021-11-03 15:22:05.536816,"12 days, 8:14:09.900000",OFF,MAXN,19,20,12,13,99,3533864,3533864,3533864,483,25,OFF,OFF,OFF,0.0,41.5,37.0,37.0,34.0,37.0,6921,5038
2021-11-03 15:22:06.046183,"12 days, 8:14:10.410000",OFF,MAXN,21,18,21,12,99,3534208,3534208,3534208,483,25,OFF,OFF,OFF,0.0,42.0,37.5,37.5,34.5,37.0,7468,5061
2021-11-03 15:22:06.553712,"12 days, 8:14:10.910000",OFF,MAXN,7,19,11,11,99,3534472,3534472,3534472,483,25,OFF,OFF,OFF,0.0,42.0,37.5,37.0,34.5,37.0,7171,5082
2021-11-03 15:22:07.078182,"12 days, 8:14:11.440000",OFF,MAXN,15,14,13,10,99,3533804,3533804,3533804,483,25,OFF,OFF,OFF,0.0,42.0,37.0,37.0,34.0,37.75,6519,5096
2021-11-03 15:22:07.579917,"12 days, 8:14:11.940000",OFF,MAXN,16,20,16,18,81,3533472,3533472,3533472,483,25,OFF,OFF,OFF,0.0,42.0,37.5,37.0,34.5,37.75,6530,5109
2021-11-03 15:22:08.087965,"12 days, 8:14:12.450000",OFF,MAXN,17,20,12,15,99,3534800,3534800,3534800,483,25,OFF,OFF,OFF,0.0,42.0,38.0,37.5,34.5,37.5,7297,5130
2021-11-03 15:22:08.611357,"12 days, 8:14:12.970000",OFF,MAXN,7,15,9,5,99,3533612,3533612,3533612,483,25,OFF,OFF,OFF,0.0,42.0,37.5,37.5,34.5,37.5,6999,5147
2021-11-03 15:22:09.129001,"12 days, 8:14:13.490000",OFF,MAXN,19,18,15,10,99,3533536,3533536,3533536,483,25,OFF,OFF,OFF,0.0,42.0,37.5,37.5,34.0,37.5,6921,5164
2021-11-03 15:22:09.645641,"12 days, 8:14:14.010000",OFF,MAXN,14,23,12,20,99,3533640,3533640,3533640,483,25,OFF,OFF,OFF,0.0,42.0,37.5,38.0,34.0,37.5,7027,5181
2021-11-03 15:22:10.147567,"12 days, 8:14:14.510000",OFF,MAXN,17,18,10,16,99,3535108,3535108,3535108,483,25,OFF,OFF,OFF,0.0,42.0,37.5,37.5,34.5,37.5,7156,5199
2021-11-03 15:22:10.662208,"12 days, 8:14:15.020000",OFF,MAXN,8,12,13,7,45,3533704,3533704,3533704,483,25,OFF,OFF,OFF,0.0,42.5,37.5,37.5,34.5,37.5,6051,5207
2021-11-03 15:22:11.177541,"12 days, 8:14:15.540000",OFF,MAXN,19,23,12,8,99,3533816,3533816,3533816,483,25,OFF,OFF,OFF,0.0,42.5,38.0,38.0,34.0,38.0,6787,5221
2021-11-03 15:22:11.693651,"12 days, 8:14:16.050000",OFF,MAXN,24,19,13,20,99,3533856,3533856,3533856,483,25,OFF,OFF,OFF,0.0,42.5,38.0,38.0,34.5,38.0,7285,5239
2021-11-03 15:22:12.196510,"12 days, 8:14:16.560000",OFF,MAXN,10,19,9,8,99,3534832,3534832,3534832,483,25,OFF,OFF,OFF,0.0,42.5,38.0,37.5,34.5,38.0,7261,5257
2021-11-03 15:22:12.718101,"12 days, 8:14:17.080000",OFF,MAXN,10,10,9,11,99,3533696,3533696,3533696,483,25,OFF,OFF,OFF,0.0,42.5,38.0,38.0,34.5,38.0,6714,5269
2021-11-03 15:22:13.230720,"12 days, 8:14:17.590000",OFF,MAXN,16,27,11,17,89,3534064,3534064,3534064,483,25,OFF,OFF,OFF,0.0,42.5,38.0,38.0,34.5,38.0,6519,5280
2021-11-03 15:22:13.738903,"12 days, 8:14:18.100000",OFF,MAXN,14,20,16,16,96,3533780,3533780,3533780,483,25,OFF,OFF,OFF,0.0,43.0,38.0,38.0,35.0,38.0,7033,5295
2021-11-03 15:22:14.245585,"12 days, 8:14:18.610000",OFF,MAXN,4,17,2,9,99,3534324,3534324,3534324,483,25,OFF,OFF,OFF,0.0,43.0,38.0,38.0,35.0,38.0,7195,5311
2021-11-03 15:22:14.766885,"12 days, 8:14:19.130000",OFF,MAXN,15,19,15,15,99,3533656,3533656,3533656,483,25,OFF,OFF,OFF,0.0,42.5,38.0,38.0,34.5,38.0,6910,5325
2021-11-03 15:22:15.280182,"12 days, 8:14:19.640000",OFF,MAXN,19,20,15,12,99,3533832,3533832,3533832,483,25,OFF,OFF,OFF,0.0,43.0,38.0,38.0,35.0,38.0,6999,5339
2021-11-03 15:22:15.786360,"12 days, 8:14:20.150000",OFF,MAXN,17,12,14,21,99,3534808,3534808,3534808,483,25,OFF,OFF,OFF,0.0,43.0,38.5,38.0,35.5,38.0,7351,5355
2021-11-03 15:22:16.306968,"12 days, 8:14:20.670000",OFF,MAXN,4,16,5,3,99,3534016,3534016,3534016,483,25,OFF,OFF,OFF,0.0,43.0,38.0,38.0,35.0,38.0,6345,5363
2021-11-03 15:22:16.812230,"12 days, 8:14:21.170000",OFF,MAXN,19,24,16,17,99,3533536,3533536,3533536,483,25,OFF,OFF,OFF,0.0,43.0,38.5,38.0,35.0,38.25,6268,5371
2021-11-03 15:22:17.327646,"12 days, 8:14:21.690000",OFF,MAXN,18,12,12,18,99,3533784,3533784,3533784,483,25,OFF,OFF,OFF,0.0,43.0,38.5,38.5,35.0,38.25,7128,5385
2021-11-03 15:22:17.836078,"12 days, 8:14:22.200000",OFF,MAXN,14,14,16,10,99,3534640,3534640,3534640,483,25,OFF,OFF,OFF,0.0,43.0,39.0,38.5,35.5,38.25,7351,5400
