time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,GPU,RAM,EMC,IRAM,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,power cur,power avg
2021-11-25 07:38:04.289901,"12 days, 14:57:47.130000",ON,MAXN,74,82,70,66,0,2885492,2885492,2885492,1079,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,48.5,48.0,50.0,4472,4037
2021-11-25 07:38:04.796090,"12 days, 14:57:47.640000",ON,MAXN,64,63,51,51,0,2910872,2910872,2910872,1079,25,OFF,OFF,OFF,31.372549019607842,55.0,51.0,49.0,47.5,50.5,4126,4040
2021-11-25 07:38:05.325135,"12 days, 14:57:48.170000",ON,MAXN,57,54,55,57,0,2985896,2985896,2985896,1079,25,OFF,OFF,OFF,31.372549019607842,55.5,51.5,48.5,47.5,50.5,4001,4039
2021-11-25 07:38:05.825913,"12 days, 14:57:48.670000",ON,MAXN,64,56,75,60,0,3058152,3058152,3058152,1079,25,OFF,OFF,OFF,31.372549019607842,55.0,51.5,49.0,47.5,50.5,4237,4047
2021-11-25 07:38:06.326658,"12 days, 14:57:49.170000",ON,MAXN,53,57,73,64,2,3095448,3095448,3095448,1080,25,OFF,OFF,OFF,31.372549019607842,55.5,51.5,49.0,47.5,50.25,4354,4058
2021-11-25 07:38:06.839078,"12 days, 14:57:49.680000",ON,MAXN,70,54,75,63,0,3159444,3159444,3159444,1081,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,49.0,48.0,50.25,4621,4079
2021-11-25 07:38:07.348900,"12 days, 14:57:50.190000",ON,MAXN,68,44,63,68,0,3230356,3230356,3230356,1081,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,49.0,47.5,50.25,4197,4083
2021-11-25 07:38:07.855677,"12 days, 14:57:50.700000",ON,MAXN,74,81,74,71,0,3301808,3301808,3301808,1082,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,49.5,47.5,50.25,3968,4079
2021-11-25 07:38:08.359662,"12 days, 14:57:51.200000",ON,MAXN,46,67,54,68,3,3390228,3390228,3390228,1082,25,OFF,OFF,OFF,31.372549019607842,56.0,52.0,49.0,48.0,50.25,4315,4087
2021-11-25 07:38:08.890643,"12 days, 14:57:51.730000",ON,MAXN,67,45,70,71,0,3484876,3484876,3484876,1083,25,OFF,OFF,OFF,31.372549019607842,55.5,52.5,49.0,47.5,50.25,4856,4112
2021-11-25 07:38:09.398314,"12 days, 14:57:52.240000",ON,MAXN,56,54,57,56,2,3493872,3493872,3493872,1083,25,OFF,OFF,OFF,31.372549019607842,55.0,51.5,49.0,48.0,50.25,4008,4109
2021-11-25 07:38:09.903424,"12 days, 14:57:52.750000",ON,MAXN,59,72,71,77,1,3553704,3553704,3553704,1088,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,49.5,48.0,50.25,4315,4115
2021-11-25 07:38:10.426060,"12 days, 14:57:53.270000",ON,MAXN,73,69,75,75,0,3615348,3615348,3615348,1123,25,OFF,OFF,OFF,31.372549019607842,55.5,52.5,49.0,48.0,50.75,4856,4137
2021-11-25 07:38:11.087827,"12 days, 14:57:53.930000",ON,MAXN,100,68,76,68,0,3624424,3624424,3624424,1146,25,OFF,OFF,OFF,31.372549019607842,56.0,52.0,49.5,48.0,50.75,4511,4147
2021-11-25 07:38:11.466703,"12 days, 14:57:54.310000",ON,MAXN,96,67,55,66,0,3651456,3651456,3651456,1165,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,49.5,48.0,50.75,4354,4153
2021-11-25 07:38:11.954237,"12 days, 14:57:54.800000",ON,MAXN,96,76,96,76,0,3718136,3718136,3718136,1195,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,49.5,48.5,50.75,4817,4171
2021-11-25 07:38:12.573749,"12 days, 14:57:55.420000",ON,MAXN,54,62,94,65,0,3759212,3759212,3759212,1221,25,OFF,OFF,OFF,31.372549019607842,55.5,52.5,49.5,48.0,50.75,4739,4186
2021-11-25 07:38:13.318082,"12 days, 14:57:56.160000",ON,MAXN,61,69,84,68,0,3776976,3776976,3776976,1236,25,OFF,OFF,OFF,31.372549019607842,55.5,52.0,49.5,48.0,50.75,4504,4194
2021-11-25 07:38:13.703791,"12 days, 14:57:56.550000",ON,MAXN,62,70,90,57,3,3805468,3805468,3805468,1257,25,OFF,OFF,OFF,31.372549019607842,55.5,52.5,49.5,48.0,50.75,5044,4215
2021-11-25 07:38:14.150528,"12 days, 14:57:56.990000",ON,MAXN,61,64,59,84,0,3838924,3838924,3838924,1282,25,OFF,OFF,OFF,31.372549019607842,55.5,51.5,49.5,48.0,50.75,4700,4227
